Gene	Symbol	NormalTranscript	TumorTranscript iLoops	Domain	Disorder	Anchor	PTM
50515	CHST11	uc001tkx.1	uc001tky.2	False	False	False	False	False
7555	CNBP	uc003elq.3	uc003elr.3	False	False	False	False	False
284098	PIGW	uc002hmy.1	uc002hmz.1	False	False	False	False	False
55274	PHF10	uc011egy.1	uc011egz.1	False	False	False	False	False
55273	TMEM100	uc002iuj.3	uc002iuk.3	False	False	False	False	False
1654	DDX3X	uc004dfe.2	uc011mkq.1	False	False	True	True	False
586	BCAT1	uc010six.1	uc001rge.3	True	False	True	False	False
585	BBS4	uc002avb.2	uc002avc.2	False	True	True	False	True
4869	NPM1	uc003mbi.2	uc003mbh.2	False	False	True	True	False
1435	CSF1	uc001dyw.3	uc001dyu.2	False	False	False	False	False
1432	MAPK14	uc003olp.2	uc003olr.2	True	False	True	False	False
3398	ID2	uc002qza.2	uc010yiu.1	False	False	False	False	False
81552	VOPP1	uc010kzh.2	uc003tqs.2	False	False	False	False	False
55005	RMND1	uc003qoi.2	uc011eeq.1	False	False	True	True	False
158234	RG9MTD3	uc004aai.2	uc004aak.2	False	False	True	True	True
51631	LUC7L2	uc003vux.2	uc011kqs.1	False	False	True	False	False
51631	LUC7L2	uc003vux.2	uc011kqt.1	False	False	True	False	False
81894	SLC25A28	uc001kpx.2	uc001kpy.2	False	True	True	True	True
56986	DTWD1	uc001zxs.2	uc001zxo.2	False	False	False	False	False
27122	DKK3	uc001mju.2	uc001mjw.2	False	False	False	False	False
27125	AFF4	uc003kyd.2	uc003kyf.3	False	False	True	True	False
27124	INPP5J	uc003aju.3	uc003ajt.3	False	False	True	True	True
2330	FMO5	uc001epi.2	uc001epj.2	False	False	True	True	False
2330	FMO5	uc001epi.2	uc001eph.3	False	False	True	True	False
3475	IFRD1	uc003vgj.2	uc011kmp.1	False	False	True	True	False
2335	FN1	uc002vfj.2	uc002vfb.2	True	True	True	True	False
54882	ANKHD1	uc003lfo.2	uc003lfp.2	True	False	False	False	False
2339	FNTA	uc003xps.2	uc003xpu.2	True	True	True	False	True
113201	CASC4	uc001ztp.2	uc001ztq.2	False	False	True	True	False
55893	ZNF395	uc003xgq.2	uc003xgs.2	False	False	False	False	False
120224	TMEM45B	uc001qfe.1	uc001qff.1	False	False	False	False	False
5693	PSMB5	uc001wii.2	uc010tni.1	True	False	True	False	False
58189	WFDC1	uc002fhv.2	uc002fhw.2	False	False	False	False	False
58189	WFDC1	uc002fhw.2	uc002fhv.2	False	False	False	False	False
7286	TUFT1	uc001eym.2	uc001eyl.2	False	False	False	False	False
55909	BIN3	uc003xcl.2	uc010ltw.2	False	False	True	True	False
55906	ZC4H2	uc004dvu.2	uc011mow.1	False	False	True	True	False
55906	ZC4H2	uc004dvu.2	uc004dvv.2	False	False	True	False	False
55904	MLL5	uc003vcm.2	uc003vcl.2	True	False	True	True	False
55904	MLL5	uc010ljc.2	uc003vcl.2	True	False	True	True	False
84869	CBR4	uc003iry.2	uc003irz.1	True	False	False	False	False
64708	COPS7B	uc002vsg.1	uc002vsi.1	False	False	True	False	False
170954	KIAA1949	uc003nrb.3	uc003nra.2	False	False	False	False	False
23608	MKRN1	uc003vvt.2	uc003vvs.2	False	True	True	True	False
51447	IP6K2	uc003cus.2	uc011bbr.1	False	False	True	False	False
51447	IP6K2	uc003cuq.2	uc003cup.2	False	False	False	False	False
51441	YTHDF2	uc001brc.2	uc010ofx.1	False	False	True	True	False
117177	RAB3IP	uc001svl.1	uc001svm.2	False	False	False	True	False
6565	SLC15A2	uc003eep.2	uc011bjn.1	False	False	False	False	False
6560	SLC12A4	uc002euz.2	uc010vkh.1	False	False	True	True	False
6560	SLC12A4	uc002euz.2	uc010ceu.2	False	False	True	True	False
6560	SLC12A4	uc002euz.2	uc010vkj.1	False	False	True	True	False
25959	KANK2	uc002mqo.3	uc002mqm.2	False	False	True	True	False
129880	BBS5	uc002uet.2	uc010fpw.2	False	False	False	False	False
23461	ABCA5	uc002jig.2	uc002jic.2	True	True	True	False	False
23462	HEY1	uc003ybm.2	uc003ybl.2	True	False	False	False	False
129303	TMEM150A	uc002spy.1	uc002spz.1	False	False	True	False	False
8890	EIF2B4	uc002rkb.2	uc002rjz.2	False	False	True	True	False
8890	EIF2B4	uc002rkc.2	uc002rjz.2	False	False	True	True	False
57715	SEMA4G	uc001krw.1	uc001krx.2	True	False	True	True	False
57716	PRX	uc002onq.2	uc002onr.2	False	False	True	False	True
51654	CDK5RAP1	uc002wyz.2	uc010gem.2	False	False	True	True	False
55572	FOXRED1	uc001qdi.2	uc001qdj.2	False	False	True	False	False
6450	SH3BGR	uc002yya.2	uc002yxz.2	True	False	True	False	False
56006	C19orf61	uc002oxj.2	uc002oxk.2	False	False	False	False	False
90693	CCDC126	uc003swl.2	uc003swm.2	False	False	False	False	False
90693	CCDC126	uc003swl.2	uc003swn.2	False	False	False	False	False
55250	ELP2	uc002kzk.1	uc002kzo.1	True	True	False	False	True
55250	ELP2	uc002kzk.1	uc002kzn.1	True	False	False	False	False
55251	PCMTD2	uc002yil.3	uc002yim.3	True	False	False	False	False
55929	DMAP1	uc001clr.1	uc001clq.1	False	False	False	False	False
55258	THNSL2	uc002ssz.3	uc002ssy.3	False	False	False	False	False
6176	RPLP1	uc002asd.1	uc002ase.1	False	False	False	False	False
64856	VWA1	uc001afs.2	uc001afr.2	True	True	True	True	True
84807	NFKBID	uc002oci.1	uc002och.1	True	True	True	True	True
10982	MAPRE2	uc002kyg.2	uc002kyh.2	False	False	True	False	True
10982	MAPRE2	uc002kyg.2	uc010xcc.1	False	False	True	False	False
151887	CCDC80	uc003dzg.2	uc003dzf.2	False	False	False	False	False
3185	HNRNPF	uc001jau.2	uc001jav.2	False	False	False	False	False
3187	HNRNPH1	uc003mkf.3	uc003mke.3	False	False	False	False	False
3181	HNRNPA2B1	uc003sxs.3	uc003sxr.3	False	False	True	False	False
3182	HNRNPAB	uc003miu.2	uc003miv.2	False	False	False	True	True
3182	HNRNPAB	uc003miu.2	uc003miw.2	False	False	False	False	False
3188	HNRNPH2	uc004ehm.2	uc004ehn.2	False	False	False	False	False
3189	HNRNPH3	uc001jnw.3	uc001jny.3	False	False	True	True	True
3189	HNRNPH3	uc001jnw.3	uc009xpu.2	False	True	True	True	True
7026	NR2F2	uc002btp.2	uc010urj.1	True	False	True	False	False
7026	NR2F2	uc002btp.2	uc010urk.1	True	False	True	False	False
7026	NR2F2	uc010uri.1	uc010urj.1	True	True	True	True	True
112724	RDH13	uc002qio.3	uc002qip.2	True	False	False	False	False
51676	ASB2	uc001ycd.2	uc001ycc.1	False	False	True	True	False
55593	OTUD5	uc004dlv.2	uc011mmp.1	True	False	True	True	True
84335	AKT1S1	uc002pqn.3	uc002pqm.3	False	False	False	False	False
84335	AKT1S1	uc002pqn.3	uc002pql.3	False	False	False	False	False
3561	IL2RG	uc004dyw.1	uc004dyx.1	True	True	True	False	True
2999	GZMH	uc001wpr.1	uc010aly.1	True	False	False	False	False
59	ACTA2	uc001kfp.2	uc001kfq.2	False	False	False	False	False
55	ACPP	uc010htp.2	uc003eon.3	True	False	False	False	False
55	ACPP	uc010htp.2	uc003eop.3	False	False	True	False	False
2992	GYG1	uc003ewo.2	uc003ewp.2	True	False	True	False	False
2992	GYG1	uc003ewo.2	uc003ewn.2	False	False	False	False	False
52	ACP1	uc002qwf.2	uc002qwg.2	False	False	False	False	False
51324	SPG21	uc002aoe.2	uc010bhb.2	False	False	False	False	False
51	ACOX1	uc002jqe.2	uc010wsq.1	True	False	True	True	False
51	ACOX1	uc002jqf.2	uc010wsq.1	True	False	True	True	False
125170	SMCR7	uc002gst.2	uc010vxq.1	False	False	True	False	False
125170	SMCR7	uc002gst.2	uc002gsu.2	False	True	True	True	True
57409	MIF4GD	uc002jnq.2	uc002jnp.2	False	False	False	False	False
10943	MSL3	uc004cuy.2	uc004cux.2	False	False	True	True	True
10943	MSL3	uc004cuy.2	uc011mih.1	False	True	True	True	True
10947	AP3M2	uc003xoo.2	uc003xop.2	False	False	False	False	False
5932	RBBP8	uc002ktw.2	uc002kty.2	False	False	False	False	False
51599	LSR	uc002nym.2	uc002nyp.2	False	False	True	True	False
51599	LSR	uc002nyl.2	uc002nyp.2	False	False	True	True	False
51599	LSR	uc002nym.2	uc002nyn.2	False	True	False	False	True
3158	HMGCS2	uc001eid.2	uc010oxj.1	True	True	False	False	False
822	CAPG	uc010fgi.1	uc010ysq.1	False	False	False	False	False
822	CAPG	uc010fgi.1	uc002spl.1	False	False	False	False	False
10160	FARP1	uc001vnj.2	uc001vni.2	True	True	True	True	True
10093	ARPC4	uc003bsz.1	uc003bta.1	True	False	False	False	False
7071	KLF10	uc011lhk.1	uc011lhj.1	False	False	True	True	False
57506	MAVS	uc002wjw.3	uc002wjx.3	False	False	False	True	True
10630	PDPN	uc001avd.2	uc001avc.2	False	False	False	False	False
10630	PDPN	uc001avd.2	uc009voc.2	False	False	True	True	False
10630	PDPN	uc001avc.2	uc001avd.2	False	False	False	False	False
10630	PDPN	uc001avc.2	uc009voc.2	False	False	True	True	False
54558	SPATA6	uc001crr.1	uc001crs.1	False	False	True	False	False
122769	PPIL5	uc001wwn.2	uc001wwo.2	False	True	False	False	True
9343	EFTUD2	uc002ihn.2	uc010wje.1	False	False	True	True	False
9344	TAOK2	uc002dva.1	uc002dvd.1	True	True	True	False	True
79071	ELOVL6	uc003hzz.2	uc003iaa.2	False	False	False	False	False
79073	TMEM109	uc001nqg.2	uc001nqh.2	False	False	False	False	False
1186	CLCN7	uc002clv.2	uc002clw.2	False	False	False	True	False
1181	CLCN2	uc003foi.2	uc010hya.1	True	False	False	False	False
1181	CLCN2	uc003foi.2	uc011brm.1	False	False	False	False	False
114908	TMEM123	uc001pha.2	uc009yxc.2	False	False	True	False	False
114327	EFHC1	uc003pap.3	uc011dww.1	False	False	True	False	False
85409	NKD2	uc003jbt.1	uc010itf.1	False	False	True	True	True
4241	MFI2	uc003fxk.3	uc003fxl.3	True	True	True	True	True
5528	PPP2R5D	uc003oth.2	uc010jyd.2	False	False	True	True	False
41	ACCN2	uc009zlo.2	uc001rvw.2	False	False	False	False	False
28227	PPP2R3B	uc004cpg.2	uc004cpf.2	False	True	True	True	False
91851	CHRDL1	uc004eow.2	uc010nps.2	False	False	False	False	False
26175	C14orf109	uc001ybk.3	uc010auo.2	False	False	True	False	False
2241	FER	uc003kop.1	uc011cvg.1	True	True	True	True	True
2242	FES	uc002bpv.2	uc002bpy.2	False	False	True	True	False
51750	RTEL1	uc002yft.1	uc002yfx.1	False	True	True	True	True
51750	RTEL1	uc002yfu.1	uc002yfx.1	False	True	True	True	True
22924	MAPRE3	uc002rhx.2	uc002rhw.2	False	False	True	True	False
22924	MAPRE3	uc002rhw.2	uc002rhx.2	False	False	True	True	False
55743	CHFR	uc001ule.2	uc010tbt.1	True	False	True	True	False
286144	C8orf83	uc010map.2	uc003yfr.3	False	False	False	False	False
147463	ANKRD29	uc002kun.2	uc002kuo.2	True	True	False	False	True
79582	SPAG16	uc002veo.2	uc002veq.2	True	True	True	True	True
79918	SETD6	uc002enr.2	uc002ens.2	True	False	True	False	False
51741	WWOX	uc002ffk.2	uc002ffi.1	True	True	True	True	True
51741	WWOX	uc002ffk.2	uc002ffl.2	True	False	False	False	False
51741	WWOX	uc002ffk.2	uc010che.2	True	True	True	True	False
11235	PDCD10	uc003fey.2	uc003fez.2	False	False	False	False	False
51409	HEMK1	uc003dav.2	uc003dau.2	False	False	False	False	False
51409	HEMK1	uc003dav.2	uc003daw.2	False	False	False	False	False
340371	NRBP2	uc011lkt.1	uc003yzw.2	True	True	True	True	True
51400	PPME1	uc001ouw.2	uc001oux.2	False	False	True	True	False
3077	HFE	uc003nfx.1	uc003nfy.1	False	False	False	False	False
3077	HFE	uc003nfx.1	uc003nga.1	True	False	False	False	False
3077	HFE	uc003nfx.1	uc003ngd.1	True	False	False	False	False
3077	HFE	uc003nfx.1	uc003ngf.1	True	True	True	True	True
3077	HFE	uc003nfx.1	uc003nfz.1	True	False	False	False	False
3077	HFE	uc003nfx.1	uc003ngb.1	True	False	False	False	False
3077	HFE	uc003nfx.1	uc003ngc.1	True	False	False	False	False
90411	MCFD2	uc002rvk.2	uc002rvl.2	False	False	True	True	False
3817	KLK2	uc002ptv.2	uc010eoh.2	True	False	False	False	False
284695	ZNF326	uc001dnq.2	uc001dnr.2	False	False	True	True	True
3815	KIT	uc010igs.2	uc010igr.2	False	False	False	False	False
3479	IGF1	uc001tjo.2	uc001tjp.3	False	False	True	True	False
3479	IGF1	uc001tjo.2	uc001tjn.2	False	False	True	False	False
80179	MYO19	uc010wcy.1	uc002hmw.2	True	False	True	True	False
80179	MYO19	uc010wcy.1	uc002hmx.2	True	False	True	True	False
528	ATP6V1C1	uc003ykz.3	uc003yla.2	False	False	False	False	False
529	ATP6V1E1	uc002zmr.1	uc002zmt.1	False	False	False	True	False
55852	TEX2	uc002jee.2	uc002jed.2	False	False	True	True	False
79665	DHX40	uc002ixn.1	uc010woe.1	False	False	False	True	False
443	ASPA	uc002fvq.2	uc010ckg.2	False	False	False	False	False
440	ASNS	uc003uov.3	uc011kin.1	True	False	True	False	False
79669	C3orf52	uc003dyq.3	uc011bhs.1	False	False	True	True	False
79668	PARP8	uc003joo.2	uc003jop.2	False	False	False	False	False
445	ASS1	uc004bzn.2	uc004bzp.2	False	False	False	False	False
2857	GPR34	uc004dfp.3	uc004dfq.3	False	False	False	False	False
2857	GPR34	uc004dfp.3	uc004dfr.3	False	False	False	False	False
3192	HNRNPU	uc001iba.1	uc001iaz.1	False	False	True	True	True
1491	CTH	uc001dfd.2	uc010oqq.1	True	False	False	False	False
1491	CTH	uc001dfd.2	uc001dfe.2	True	False	False	False	False
219699	UNC5B	uc001jro.2	uc001jrp.2	False	False	False	False	False
1495	CTNNA1	uc003ldh.2	uc003ldl.2	True	True	True	True	False
79034	C7orf26	uc003sqo.1	uc003sqp.1	False	False	True	False	False
79036	C19orf50	uc002njo.2	uc002njq.2	False	False	False	False	False
427	ASAH1	uc003wyl.2	uc003wyn.2	False	False	True	True	True
79608	RIC3	uc001mgc.2	uc001mgd.2	False	False	True	False	False
115677	NOSTRIN	uc002ueg.2	uc002ueh.2	False	True	True	False	True
285613	RELL2	uc003lli.2	uc003llh.2	False	False	False	False	False
28965	SLC27A6	uc003kuz.2	uc003kuy.2	False	False	False	False	False
149175	MANEAL	uc001cby.2	uc001cbz.2	False	False	True	True	True
149175	MANEAL	uc001cbx.2	uc001cbz.2	False	False	True	True	True
79850	FAM57A	uc002frp.2	uc002frq.2	False	False	False	False	False
54850	FBXL12	uc002mme.2	uc002mmh.2	True	True	False	False	True
79969	C6orf134	uc003rdc.2	uc003nqs.3	False	False	True	False	False
79969	C6orf134	uc003rdc.2	uc003nqr.3	False	False	True	False	False
7095	SEC62	uc003fgg.2	uc003fgh.2	False	False	False	False	False
5696	PSMB8	uc003oce.2	uc003ocf.2	True	False	True	True	False
6171	RPL41	uc001sjn.2	uc001sjo.2	False	False	False	False	False
79647	AKIRIN1	uc001ccw.2	uc010oip.1	False	False	False	True	False
468	ATF4	uc003axz.2	uc003aya.2	False	False	False	False	False
1375	CPT1B	uc003bmn.2	uc011asa.1	True	False	False	False	False
1375	CPT1B	uc003bmn.2	uc003bmm.2	False	False	False	False	False
1375	CPT1B	uc003bmn.2	uc011asb.1	True	False	True	False	False
6096	RORB	uc004ajh.2	uc004aji.2	False	False	True	False	False
253635	CCDC75	uc010ezz.2	uc002rpr.3	False	True	True	True	True
51163	DBR1	uc003erv.2	uc003ert.2	False	True	True	False	False
51050	PI15	uc003yal.2	uc003yam.2	False	False	False	False	False
55028	C17orf80	uc002jjm.3	uc002jjl.3	False	False	False	False	False
55028	C17orf80	uc002jjl.3	uc010dfj.2	False	False	False	False	False
94239	H2AFV	uc003tlz.2	uc003tma.2	False	False	True	False	False
7072	TIA1	uc002sgj.3	uc002sgk.3	True	False	True	False	False
29843	SENP1	uc001rqx.2	uc001rqw.2	False	False	False	False	False
64773	FAM113A	uc002wgz.1	uc002whc.1	False	False	False	False	False
9467	SH3BP5	uc003bzp.1	uc003bzr.1	False	False	True	True	True
406	ARNTL	uc001mkp.2	uc001mkr.2	False	False	False	False	False
79022	TMEM106C	uc001rqo.2	uc001rqq.2	False	False	False	False	False
57139	RGL3	uc002mrp.2	uc002mro.2	False	False	True	True	False
124936	CYB5D2	uc002fxm.3	uc010cko.2	False	True	False	False	False
5130	PCYT1A	uc003fwh.2	uc003fwg.2	False	False	False	False	False
54957	TXNL4B	uc002fca.2	uc010vmo.1	False	False	False	False	False
79831	JMJD5	uc002doh.2	uc010bxw.2	False	False	True	False	False
901	CCNG2	uc011ccc.1	uc003hkp.3	False	False	True	True	False
79837	PIP4K2C	uc001sot.2	uc010srt.1	False	False	True	False	False
79837	PIP4K2C	uc001sot.2	uc001sou.2	False	False	False	False	False
4521	NUDT1	uc003slr.1	uc003slv.1	False	False	False	False	False
29998	GLTSCR1	uc002phh.3	uc002phi.3	False	False	True	True	False
2275	FHL3	uc001ccj.2	uc001cck.2	False	False	False	False	False
29992	PILRA	uc003uup.1	uc003uuq.1	False	False	True	True	False
29990	PILRB	uc003uuk.2	uc003uun.2	False	False	False	False	False
29990	PILRB	uc003uul.2	uc003uun.2	False	True	True	True	True
29995	LMCD1	uc003bqq.2	uc011atd.1	False	False	True	False	False
4209	MEF2D	uc001fpd.2	uc001fpb.2	False	False	False	False	False
4200	ME2	uc002ley.2	uc010dpd.2	True	False	True	False	False
4205	MEF2A	uc002bvi.2	uc010bot.2	True	True	True	True	True
89796	NAV1	uc001gwx.2	uc001gwu.2	False	False	True	True	False
308	ANXA5	uc003idv.3	uc003idu.3	False	False	False	False	False
79600	TCTN1	uc009zvs.2	uc001trp.3	False	False	False	False	False
4493	MT1E	uc002ejl.2	uc002ejm.2	False	False	False	False	False
64098	PARVG	uc011aqf.1	uc011aqe.1	False	False	False	False	False
7743	ZNF189	uc004bbg.1	uc004bbi.1	False	True	True	True	True
51053	GMNN	uc003nen.2	uc003nem.2	False	False	False	False	False
51053	GMNN	uc003nem.2	uc003nen.2	False	False	False	False	False
51582	AZIN1	uc003ykx.2	uc003yky.2	False	False	False	False	False
55002	TMCO3	uc001vtu.3	uc001vtt.3	False	False	True	False	False
10466	COG5	uc003vec.2	uc003ved.2	False	False	False	False	False
10466	COG5	uc003vec.2	uc003vee.2	False	False	False	False	False
10464	PIBF1	uc001vjc.2	uc010aep.2	False	False	True	True	False
10468	FST	uc003jpd.2	uc003jpc.2	False	False	True	True	False
121441	NEDD1	uc001tev.3	uc001tex.2	True	False	True	False	False
10111	RAD50	uc003kxi.2	uc003kxh.2	False	True	True	True	False
3897	L1CAM	uc010nuo.2	uc004fjc.2	False	False	False	False	False
3897	L1CAM	uc010nuo.2	uc004fjb.2	False	False	True	False	False
55152	DALRD3	uc003cvk.1	uc003cvm.1	False	False	True	False	False
6638	SNRPN	uc001ywy.1	uc001ywt.1	True	True	True	True	True
10673	TNFSF13B	uc001vqr.2	uc010agj.2	True	False	False	True	False
9107	MTMR6	uc001uqf.3	uc001uqe.1	True	False	True	True	False
9453	GGPS1	uc001hww.2	uc001hwy.2	False	False	False	False	False
9147	SDCCAG1	uc001wxc.2	uc001wwz.2	False	True	True	True	False
81847	RNF146	uc003qav.2	uc003qaw.2	False	False	True	False	False
81847	RNF146	uc003qau.2	uc003qaw.2	False	False	False	False	False
81669	CCNL2	uc001afh.2	uc001afg.1	True	True	True	True	True
59277	NTN4	uc001tei.2	uc009ztf.2	False	False	False	False	False
8697	CDC23	uc003lcl.2	uc003lcm.1	False	True	True	False	True
7707	ZNF148	uc003ehx.3	uc010hsa.2	False	False	False	False	False
7707	ZNF148	uc003ehx.3	uc003eia.3	False	False	False	False	False
26751	SH3YL1	uc002qvy.2	uc010ewe.2	True	False	True	False	False
30	ACAA1	uc003cht.2	uc003chu.2	True	False	True	True	False
373156	GSTK1	uc003wci.2	uc003wcj.2	True	True	True	False	False
6695	SPOCK1	uc003lbp.2	uc003lbo.2	False	False	True	True	False
93974	ATPIF1	uc001bpq.2	uc001bpr.2	False	False	True	True	False
57335	ZNF286A	uc002gpa.2	uc010cot.2	False	False	False	False	False
57335	ZNF286A	uc002gpa.2	uc010vwa.1	False	False	False	False	False
11034	DSTN	uc002wpr.2	uc010gck.2	False	False	True	False	False
11034	DSTN	uc002wpq.2	uc010gck.2	False	False	False	False	False
140576	S100A16	uc001fcd.1	uc001fcc.2	False	False	False	False	False
8566	PDXK	uc002zdm.3	uc002zdq.3	True	False	True	False	False
7852	CXCR4	uc002tuz.2	uc002tuy.2	False	False	True	False	False
80173	IFT74	uc003zqg.3	uc010mja.2	False	False	False	False	False
80173	IFT74	uc003zqg.3	uc010mjb.2	False	False	False	False	False
80173	IFT74	uc003zqg.3	uc003zqf.3	False	False	True	True	False
9338	TCEAL1	uc004ekt.2	uc004eku.2	False	False	False	False	False
9338	TCEAL1	uc004eku.2	uc004ekt.2	False	False	False	False	False
9338	TCEAL1	uc004ekt.2	uc004eks.2	False	False	False	False	False
53349	ZFYVE1	uc001xnm.2	uc001xnl.2	False	False	True	True	False
84256	FLYWCH1	uc002csd.2	uc002csc.2	False	False	False	False	False
54963	UCKL1	uc010gkn.2	uc011abm.1	False	False	True	True	False
65980	BRD9	uc003jbo.2	uc003jbl.2	True	False	False	False	False
65980	BRD9	uc003jbq.2	uc003jbl.2	False	False	True	True	True
65985	AACS	uc001uhc.2	uc009zyi.2	True	True	True	False	False
10335	MRVI1	uc001miw.2	uc010rcd.1	False	False	True	True	True
10335	MRVI1	uc001miw.2	uc009ygb.1	False	False	True	True	True
10335	MRVI1	uc001miw.2	uc001mix.2	False	False	True	True	True
252983	STXBP4	uc002iuf.1	uc010dcc.1	True	True	True	True	True
7536	SF1	uc001obb.1	uc010rnn.1	False	False	True	True	False
55922	NKRF	uc004err.2	uc004erq.2	False	False	False	False	False
55924	C1orf183	uc001ebo.1	uc001ebp.1	False	False	True	True	False
56912	IFT46	uc001pto.1	uc001ptp.1	False	False	True	True	False
1984	EIF5A	uc010vtv.1	uc002gft.2	False	False	False	False	False
1984	EIF5A	uc010vtv.1	uc002gfr.2	False	False	True	True	False
1634	DCN	uc001tbt.2	uc001tbs.2	False	False	False	False	False
1983	EIF5	uc001yms.2	uc001ymr.2	False	False	False	False	False
1983	EIF5	uc001yms.2	uc001ymq.2	False	False	False	False	False
84263	HSDL2	uc004bga.1	uc004bgc.1	True	False	False	False	False
706	TSPO	uc003bdn.2	uc003bdo.2	False	True	True	True	False
29957	SLC25A24	uc001dvn.3	uc001dvm.2	False	False	False	True	False
112476	PRRT2	uc002duf.1	uc002due.3	False	False	False	False	False
11014	KDELR2	uc003sqe.3	uc003sqf.3	False	False	True	False	False
11012	KLK11	uc002pvc.3	uc002pvf.1	False	False	False	False	False
79370	BCL2L14	uc001rac.2	uc001rad.2	False	False	False	False	False
79370	BCL2L14	uc001rad.2	uc001rac.2	False	False	False	False	False
8611	PPAP2A	uc003jqa.2	uc003jpz.2	False	False	False	False	False
8612	PPAP2C	uc002loi.2	uc002loj.2	False	False	False	False	False
8612	PPAP2C	uc002loi.2	uc002loh.2	False	False	True	False	False
11335	CBX3	uc003sxu.2	uc003sxt.2	False	False	False	False	False
11338	U2AF2	uc002qlu.2	uc002qlt.2	False	False	False	False	False
9581	PREPL	uc002rui.3	uc002rug.2	True	False	True	True	False
9581	PREPL	uc002rui.3	uc002ruh.2	True	False	True	True	False
9581	PREPL	uc002rui.3	uc002ruf.2	True	False	True	True	False
9581	PREPL	uc002rui.3	uc002ruk.1	True	False	True	True	False
116461	TSEN15	uc001gqt.3	uc001gqu.3	False	False	True	False	False
56943	ENY2	uc003ync.2	uc003ynd.2	False	False	True	False	False
2005	ELK4	uc001hcy.1	uc001hcz.2	False	False	True	False	False
4857	NOVA1	uc001wpy.2	uc001wqb.2	True	True	True	True	True
4580	MTX1	uc001fjb.2	uc001fjc.2	False	False	False	False	False
4850	CNOT4	uc003vss.2	uc003vst.2	False	False	True	True	False
4850	CNOT4	uc011kpy.1	uc003vss.2	False	False	True	True	False
4850	CNOT4	uc003vss.2	uc011kpy.1	False	False	True	True	False
1523	CUX1	uc011kkn.1	uc003uyu.2	False	False	True	False	False
1523	CUX1	uc003uyt.2	uc003uyx.3	True	True	True	True	False
1523	CUX1	uc003uyt.2	uc003uyv.2	False	False	False	False	False
1523	CUX1	uc003uyt.2	uc003uyw.2	False	False	True	False	False
84881	RPUSD4	uc001qde.2	uc009zbz.2	False	False	True	False	False
257019	FRMD3	uc004ams.1	uc004amq.1	True	True	True	True	True
51022	GLRX2	uc001gsz.1	uc001gta.1	False	False	True	True	False
4118	MAL	uc002stx.1	uc002sua.1	False	True	False	False	True
4118	MAL	uc002stx.1	uc002sty.1	False	True	False	False	False
4118	MAL	uc002stx.1	uc002stz.1	False	True	False	False	False
55435	AP1AR	uc003iaj.3	uc003iak.3	False	False	False	True	False
3340	NDST1	uc003lsk.3	uc003lsl.2	True	True	True	False	False
54956	PARP16	uc002aoo.2	uc002aop.2	False	False	False	False	False
338692	ANKRD13D	uc001okd.1	uc001oki.1	False	True	True	True	True
10049	DNAJB6	uc003wnk.2	uc011kvy.1	True	True	True	True	True
221786	FAM200A	uc003ura.2	uc003urb.2	False	False	False	False	False
221785	ZNF498	uc003url.1	uc010lgf.1	False	False	True	True	False
5919	RARRES2	uc003wha.2	uc010lpp.1	False	False	False	False	False
824	CAPN2	uc001hob.3	uc010puy.1	True	False	True	False	False
283870	C16orf79	uc002cpi.1	uc010bsh.2	False	False	False	False	False
26152	ZNF337	uc002wvc.2	uc002wvb.2	False	False	False	False	False
26152	ZNF337	uc002wvc.2	uc002wva.2	False	False	False	False	False
826	CAPNS1	uc002odl.2	uc002odj.2	False	False	False	False	False
7029	TFDP2	uc003eun.3	uc011bng.1	False	False	True	True	True
92960	PEX11G	uc002mgk.1	uc002mgl.1	False	False	False	False	False
119559	SFXN4	uc001leb.2	uc001ldy.2	False	False	True	False	False
26151	NAT9	uc002jlq.2	uc002jlr.2	False	False	False	False	False
26151	NAT9	uc002jlr.2	uc002jlq.2	False	False	False	False	False
26190	FBXW2	uc004bkl.1	uc004bkm.1	False	False	False	False	False
5926	ARID4A	uc001xdp.2	uc001xdq.2	False	False	True	True	False
201501	ZBTB7C	uc002lda.2	uc010dnw.2	False	False	False	False	False
5928	RBBP4	uc001bvr.2	uc001bvs.2	False	False	True	False	False
5929	RBBP5	uc001hbu.1	uc001hbv.1	False	False	True	True	False
9262	STK17B	uc002utk.2	uc010fsh.2	False	False	False	False	False
51073	MRPL4	uc002mnm.2	uc002mno.2	False	False	True	False	False
2875	GPT	uc003zdh.3	uc011lli.1	False	False	False	False	False
284013	VMO1	uc002fyx.2	uc002fyy.2	True	True	True	True	False
7358	UGDH	uc003guk.1	uc011byp.1	True	False	False	False	False
7358	UGDH	uc003guk.1	uc003gul.1	True	False	False	False	False
25792	CIZ1	uc004btt.2	uc004bts.2	True	False	True	True	False
25792	CIZ1	uc004btt.2	uc011mar.1	False	False	True	True	False
25792	CIZ1	uc004btt.2	uc004btw.2	False	False	True	True	False
83737	ITCH	uc002xak.2	uc010zuj.1	True	True	True	True	True
57150	C6orf162	uc003plq.1	uc003plp.1	False	False	False	False	False
57150	C6orf162	uc003plp.1	uc003plq.1	False	False	False	False	False
23191	CYFIP1	uc001yus.2	uc001yuu.2	False	False	True	True	False
23191	CYFIP1	uc001yus.2	uc001yuv.2	False	False	True	True	False
23621	BACE1	uc010rxh.1	uc010rxg.1	True	False	False	False	False
23621	BACE1	uc001pqz.2	uc010rxg.1	True	True	True	True	False
