uc010pwa.1	ENSP00000355632
uc010zml.1	ENSP00000411505
uc002afq.2	ENSP00000439271
uc010ncy.2	ENSP00000370639
uc003xnu.2	ENSP00000350378
uc003avp.1	ENSP00000407235
uc001kol.1	ENSP00000377282
uc002gkx.2	ENSP00000383940
uc002hqv.2	ENSP00000381580
uc001pad.2	ENSP00000431345
uc002zfv.2	ENSP00000375475
uc001iri.2	ENSP00000365811
uc002jbt.2	ENSP00000463577
uc003ayw.1	ENSP00000385835
uc003xct.2	ENSP00000317859
uc011bqe.1	ENSP00000418665
uc003hch.2	ENSP00000311816
uc003wnv.1	ENSP00000386569
uc011lnu.1	ENSP00000443639
uc003vpp.2	ENSP00000297819
uc010kxg.1	ENSP00000394458
uc002wsg.1	ENSP00000413548
uc003elx.2	ENSP00000329662
uc010lpi.2	ENSP00000395007
uc002arb.2	ENSP00000419081
uc001wht.2	ENSP00000441026
uc010cia.2	ENSP00000367635
uc003afs.2	ENSP00000380969
uc001tgi.2	ENSP00000448203
uc002tzs.1	ENSP00000386583
uc011jgz.1	ENSP00000365625
uc002itj.2	ENSP00000376889
uc011cct.1	ENSP00000423265
uc001hts.1	ENSP00000258243
uc002ufb.2	ENSP00000407083
uc002wfw.3	ENSP00000246032
uc010fbw.2	ENSP00000387974
uc003hep.1	ENSP00000246891
uc011jjf.1	ENSP00000400328
uc011cxo.1	ENSP00000399807
uc003ziw.2	ENSP00000440387
uc002flg.1	ENSP00000301012
uc001vtn.2	ENSP00000364580
uc001ylz.1	ENSP00000453650
uc003coj.2	ENSP00000265564
uc001ace.2	ENSP00000368719
uc010puu.1	ENSP00000440041
uc010ezq.2	ENSP00000385557
uc002erf.2	ENSP00000400157
uc002ikz.2	ENSP00000225567
uc003awu.3	ENSP00000388017
uc010xsa.1	ENSP00000419435
uc011gim.1	ENSP00000372812
uc003ihm.1	ENSP00000351458
uc001sik.2	ENSP00000377703
uc004cgd.1	ENSP00000277508
uc001twh.2	ENSP00000376328
uc002acx.2	ENSP00000415128
uc003jsh.2	ENSP00000265036
uc003kir.2	ENSP00000425759
uc010yqa.1	ENSP00000234256
uc002xtq.2	ENSP00000418290
uc002pvd.1	ENSP00000473047
uc001syd.1	ENSP00000376946
uc001znb.2	ENSP00000409935
uc004bsr.2	ENSP00000362237
uc002kea.2	ENSP00000376150
uc002drl.2	ENSP00000321221
uc002jtc.2	ENSP00000468309
uc002iqw.1	ENSP00000258955
uc010crt.2	ENSP00000338143
uc004bwl.3	ENSP00000259324
uc001ori.2	ENSP00000260049
uc001hff.1	ENSP00000375793
uc011lnp.1	ENSP00000430686
uc011kvl.1	ENSP00000406544
uc010jgn.1	ENSP00000381030
uc002plf.1	ENSP00000293288
uc001qcs.2	ENSP00000432816
uc002mpm.2	ENSP00000384660
uc011dbh.1	ENSP00000442490
uc001cxz.3	ENSP00000360321
uc010nit.2	ENSP00000409832
uc003xjo.1	ENSP00000256257
uc003arb.2	ENSP00000384904
uc010yda.1	ENSP00000389142
uc010ppb.1	ENSP00000438091
uc002pyp.2	ENSP00000324804
uc002rat.2	ENSP00000371077
uc001gpl.3	ENSP00000356529
uc001ayo.2	ENSP00000383925
uc011mtw.1	ENSP00000378115
uc011bmz.1	ENSP00000391521
uc010pbw.1	ENSP00000435215
uc002dqi.2	ENSP00000378971
uc004eyy.2	ENSP00000472303
uc001efs.1	ENSP00000256592
uc010dyw.2	ENSP00000242796
uc001gbx.2	ENSP00000356912
uc001toy.3	ENSP00000228510
uc011isr.1	ENSP00000364687
uc001cgx.2	ENSP00000361668
uc001dpn.2	ENSP00000359305
uc002qik.2	ENSP00000460120
uc002muh.1	ENSP00000210060
uc003nlm.2	ENSP00000419935
uc003xor.1	ENSP00000429435
uc001oul.1	ENSP00000365564
uc002ysf.1	ENSP00000371111
uc003qoy.2	ENSP00000438508
uc011fsd.1	ENSP00000366352
uc002jds.1	ENSP00000396320
uc003lkj.1	ENSP00000428603
uc002nfu.2	ENSP00000470920
uc010jdz.2	ENSP00000421544
uc003qhv.2	ENSP00000432353
uc003ysx.2	ENSP00000429499
uc011jzo.1	ENSP00000444811
uc001rbt.2	ENSP00000279593
uc003eln.1	ENSP00000376982
uc004dvu.2	ENSP00000363972
uc011aos.1	ENSP00000390998
uc002hwp.1	ENSP00000225550
uc002owg.2	ENSP00000244293
uc002ldb.2	ENSP00000328732
uc003wkp.2	ENSP00000376548
uc001fiy.2	ENSP00000437353
uc002vki.2	ENSP00000386337
uc003jta.2	ENSP00000199320
uc001rea.2	ENSP00000347560
uc010qkq.1	ENSP00000445023
uc001ech.2	ENSP00000358680
uc002bcs.2	ENSP00000371133
uc001clm.2	ENSP00000350362
uc002yzv.2	ENSP00000329302
uc010zuk.1	ENSP00000409090
uc002vpe.2	ENSP00000387218
uc001lqz.2	ENSP00000321259
uc002ewk.2	ENSP00000219322
uc010qnh.1	ENSP00000360860
uc003xvs.1	ENSP00000276570
uc001kdo.2	ENSP00000298767
uc001euq.2	ENSP00000358060
uc003bsy.2	ENSP00000343649
uc002cql.2	ENSP00000390106
uc002kxv.3	ENSP00000472031
uc003grc.2	ENSP00000425715
uc010tok.1	ENSP00000388910
uc003hwy.2	ENSP00000378265
uc001ohp.1	ENSP00000353042
uc002awo.2	ENSP00000315434
uc010ahu.2	ENSP00000409504
uc011bsv.1	ENSP00000418674
uc002zpi.2	ENSP00000471667
uc004bdt.3	ENSP00000363714
uc011jma.1	ENSP00000442151
uc002wqk.2	ENSP00000425909
uc003ygt.3	ENSP00000402766
uc004fky.2	ENSP00000218246
uc002xwx.2	ENSP00000360473
uc003mig.1	ENSP00000381177
uc001bgn.2	ENSP00000313661
uc001drr.2	ENSP00000359217
uc011asp.1	ENSP00000373354
uc009vmr.2	ENSP00000383695
uc001kby.1	ENSP00000402890
uc002lpa.2	ENSP00000343809
uc002qjd.3	ENSP00000349233
uc002xza.2	ENSP00000417175
uc001zsz.3	ENSP00000400178
uc011hez.1	ENSP00000414731
uc004cfc.1	ENSP00000469111
uc002qte.2	ENSP00000473072
uc003vne.3	ENSP00000257696
uc002ger.3	ENSP00000370339
uc003qsj.2	ENSP00000406713
uc003jlw.2	ENSP00000439919
uc001jxg.2	ENSP00000438988
uc010cxb.2	ENSP00000254051
uc003zss.3	ENSP00000441619
uc002dqg.1	ENSP00000378992
uc001zvq.2	ENSP00000220531
uc001etf.2	ENSP00000463060
uc003hlb.2	ENSP00000264895
uc003qdl.1	ENSP00000356908
uc010wpd.1	ENSP00000442311
uc001uyx.1	ENSP00000318643
uc001moq.2	ENSP00000280706
uc001aqq.2	ENSP00000294435
uc003gjf.1	ENSP00000285599
uc002ovb.2	ENSP00000413041
uc010sax.1	ENSP00000399803
uc010jft.2	ENSP00000444474
uc002ooc.2	ENSP00000472711
uc004erz.1	ENSP00000276201
uc010glu.2	ENSP00000402377
uc010sfi.1	ENSP00000403941
uc009zfy.1	ENSP00000229307
uc010hsc.2	ENSP00000424447
uc010oza.1	ENSP00000462232
uc002hqd.2	ENSP00000264659
uc001rbf.2	ENSP00000441678
uc003akh.2	ENSP00000332687
uc002jgw.1	ENSP00000352831
uc003pyj.2	ENSP00000342604
uc001inb.1	ENSP00000419395
uc004cws.2	ENSP00000416102
uc003fsw.2	ENSP00000376249
uc002owu.1	ENSP00000456310
uc002rdu.1	ENSP00000385992
uc011mpf.1	ENSP00000421155
uc003met.2	ENSP00000309036
uc003ymg.1	ENSP00000431014
uc003yts.2	ENSP00000324519
uc001ris.3	ENSP00000182377
uc002mda.2	ENSP00000371037
uc011gcs.1	ENSP00000389071
uc002jpb.1	ENSP00000414933
uc002fio.2	ENSP00000457183
uc002fgr.1	ENSP00000381120
uc003wpl.2	ENSP00000400258
uc010idi.2	ENSP00000423947
uc001cip.1	ENSP00000435310
uc011fru.1	ENSP00000366384
uc001xlz.2	ENSP00000349392
uc002kon.2	ENSP00000324628
uc002apd.2	ENSP00000379006
uc011aox.1	ENSP00000443682
uc001qwn.2	ENSP00000228438
uc010mxz.2	ENSP00000361933
uc001rld.2	ENSP00000450399
uc010dqf.2	ENSP00000440795
uc011kxk.1	ENSP00000436069
uc010wsq.1	ENSP00000441257
uc002svz.1	ENSP00000240423
uc010npv.1	ENSP00000353864
uc010kcw.2	ENSP00000358134
uc004fbe.2	ENSP00000359566
uc004bmb.2	ENSP00000343867
uc003prm.2	ENSP00000358042
uc001pok.2	ENSP00000260191
uc011mos.1	ENSP00000470254
uc002hgm.2	ENSP00000420557
uc002vsn.1	ENSP00000388999
uc010cfm.2	ENSP00000455020
uc003pek.2	ENSP00000359685
uc011lqp.1	ENSP00000366982
uc002yld.1	ENSP00000383392
uc010tic.1	ENSP00000442244
uc003ghz.2	ENSP00000381049
uc002nlq.2	ENSP00000425864
uc002uef.2	ENSP00000394051
uc001vqb.2	ENSP00000365103
uc010aru.2	ENSP00000439695
uc002ibl.2	ENSP00000354762
uc003iay.2	ENSP00000314311
uc010ikm.2	ENSP00000414856
uc003ztp.1	ENSP00000368537
uc001zns.3	ENSP00000453403
uc011gdy.1	ENSP00000365002
uc001cdl.2	ENSP00000361949
uc001dor.2	ENSP00000359385
uc001phn.1	ENSP00000381167
uc010wpv.1	ENSP00000462097
uc003yis.2	ENSP00000398472
uc010odx.1	ENSP00000415042
uc003fyr.2	ENSP00000393393
uc011cne.1	ENSP00000391106
uc001hfw.2	ENSP00000356025
uc003dzs.2	ENSP00000377438
uc001orx.1	ENSP00000411161
uc001nos.3	ENSP00000435844
uc001pgk.3	ENSP00000340913
uc003mgl.2	ENSP00000351379
uc002wgq.2	ENSP00000370232
uc004dpm.2	ENSP00000473070
uc001bth.1	ENSP00000362807
uc011guj.1	ENSP00000406981
uc010bla.2	ENSP00000387165
uc002ezj.2	ENSP00000341171
uc010irp.2	ENSP00000438017
uc010dka.1	ENSP00000315644
uc002eml.1	ENSP00000470131
uc003xeu.2	ENSP00000370113
uc001ize.1	ENSP00000302222
uc011cwc.1	ENSP00000423934
uc011mmv.1	ENSP00000446051
uc003wcf.1	ENSP00000291009
uc002eju.1	ENSP00000391397
uc010tqq.1	ENSP00000443787
uc003xhv.2	ENSP00000441723
uc009ydr.2	ENSP00000321019
uc002lxp.2	ENSP00000342194
uc004dup.2	ENSP00000262850
uc003ysi.2	ENSP00000367207
uc003wds.1	ENSP00000376633
uc004bpq.2	ENSP00000297933
uc002peb.2	ENSP00000395219
uc010bcn.2	ENSP00000342785
uc003efq.3	ENSP00000418194
uc002hmb.2	ENSP00000377887
uc002qii.3	ENSP00000466043
uc002pbs.1	ENSP00000468035
uc010jzm.2	ENSP00000229810
uc002qgq.2	ENSP00000408995
uc003tun.2	ENSP00000302728
uc009ygq.2	ENSP00000431954
uc003mkc.1	ENSP00000377087
uc001bat.2	ENSP00000364555
uc003xbl.2	ENSP00000380904
uc002yie.1	ENSP00000310801
uc003fms.2	ENSP00000316054
uc002vpt.3	ENSP00000375908
uc010aer.2	ENSP00000395986
uc001kzu.2	ENSP00000348429
uc011ebb.1	ENSP00000357724
uc002vup.2	ENSP00000362549
uc003phw.2	ENSP00000230461
uc010mph.2	ENSP00000390703
uc003ese.1	ENSP00000440143
uc002ewz.3	ENSP00000455954
uc010puv.1	ENSP00000441080
uc010eia.1	ENSP00000221999
uc001wpt.2	ENSP00000447655
uc001cti.2	ENSP00000360688
uc002uqi.1	ENSP00000307860
uc001sah.1	ENSP00000257951
uc011axp.1	ENSP00000440794
uc001myb.2	ENSP00000332744
uc001yej.1	ENSP00000450774
uc003ukz.1	ENSP00000265741
uc003lcf.1	ENSP00000254900
uc003ovn.2	ENSP00000361465
uc003qpw.2	ENSP00000356189
uc010gfb.2	ENSP00000363505
uc010nbr.1	ENSP00000350056
uc001cdz.1	ENSP00000361915
uc001vma.2	ENSP00000366144
uc001mkw.2	ENSP00000385915
uc010wrf.1	ENSP00000463205
uc002den.3	ENSP00000205557
uc011haa.1	ENSP00000365024
uc003xoz.1	ENSP00000265421
uc002ipw.2	ENSP00000410622
uc010ilb.2	ENSP00000378389
uc001gdh.1	ENSP00000346827
uc011eht.1	ENSP00000366352
uc002abp.2	ENSP00000261845
uc002lbw.2	ENSP00000282059
uc002aea.2	ENSP00000331057
uc003xzq.2	ENSP00000428476
uc001smz.2	ENSP00000300131
uc001tsi.2	ENSP00000439338
uc002jog.1	ENSP00000464603
uc010apj.2	ENSP00000378548
uc004epr.2	ENSP00000361027
uc009zax.1	ENSP00000404063
uc003cxu.2	ENSP00000418809
uc011kow.1	ENSP00000405267
uc001zho.2	ENSP00000380872
uc004eyz.2	ENSP00000392987
uc001efp.3	ENSP00000358541
uc010rby.1	ENSP00000379843
uc002juk.2	ENSP00000313408
uc002iud.2	ENSP00000460823
uc003ehi.2	ENSP00000377134
uc003zti.3	ENSP00000340889
uc001bit.2	ENSP00000328994
uc003oaj.3	ENSP00000401172
uc011fbm.1	ENSP00000259726
uc001mtb.2	ENSP00000298937
uc002sql.3	ENSP00000263863
uc001pbj.1	ENSP00000365235
uc001ftv.2	ENSP00000255040
uc003cnt.2	ENSP00000397390
uc004bqb.2	ENSP00000362588
uc010ozp.1	ENSP00000355100
uc002izm.2	ENSP00000251334
uc002oye.2	ENSP00000375822
uc002hws.2	ENSP00000377558
uc001ttl.1	ENSP00000412083
uc001jbh.2	ENSP00000363548
uc010vrs.1	ENSP00000382659
uc003cvx.2	ENSP00000307567
uc003nuv.2	ENSP00000389071
uc001tnu.3	ENSP00000376535
uc003pic.2	ENSP00000321820
uc002owd.3	ENSP00000270077
uc003oda.2	ENSP00000378620
uc001ykv.3	ENSP00000335153
uc001wso.2	ENSP00000216774
uc001sqs.2	ENSP00000261187
uc010dnl.1	ENSP00000465477
uc010xdn.1	ENSP00000465653
uc002njk.1	ENSP00000472302
uc002lqu.2	ENSP00000263097
uc011idy.1	ENSP00000366384
uc003nhd.2	ENSP00000244534
uc011biw.1	ENSP00000474929
uc002ewl.2	ENSP00000304440
uc011cka.1	ENSP00000353857
uc001jpk.3	ENSP00000298649
uc003upo.2	ENSP00000413163
uc010tvv.1	ENSP00000337053
uc002pjm.2	ENSP00000312880
uc003bsz.1	ENSP00000380431
uc002zcd.2	ENSP00000381291
uc010onc.1	ENSP00000438870
uc001ajr.2	ENSP00000347948
uc001ota.2	ENSP00000440016
uc011hqd.1	ENSP00000393712
uc002apu.1	ENSP00000319597
uc001ezs.1	ENSP00000317895
uc002fhb.2	ENSP00000376983
uc003jfa.1	ENSP00000307134
uc011dbj.1	ENSP00000274498
uc003ded.3	ENSP00000339958
uc003csg.2	ENSP00000397414
uc002vox.2	ENSP00000386964
uc002qxn.1	ENSP00000324318
uc003pcs.2	ENSP00000244728
uc002xlk.2	ENSP00000255174
uc001ral.2	ENSP00000321546
uc001ily.1	ENSP00000368027
uc002zpv.1	ENSP00000391311
uc011haw.1	ENSP00000407683
uc010lme.1	ENSP00000347549
uc010qvx.1	ENSP00000407586
uc010eyv.1	ENSP00000384853
uc002csm.2	ENSP00000397739
uc001poz.2	ENSP00000443842
uc003tfh.3	ENSP00000258749
uc001rua.2	ENSP00000378508
uc001sjo.2	ENSP00000420821
uc003yer.2	ENSP00000428632
uc001aef.1	ENSP00000445001
uc003pez.2	ENSP00000359602
uc002xdi.2	ENSP00000380585
uc001dag.3	ENSP00000360192
uc003iod.1	ENSP00000306361
uc011hvb.1	ENSP00000396119
uc002neu.3	ENSP00000369136
uc001xqa.2	ENSP00000261978
uc010enf.1	ENSP00000406162
uc003hdr.1	ENSP00000334611
uc003oku.3	ENSP00000345772
uc009yoz.2	ENSP00000367024
uc011ayb.1	ENSP00000443665
uc003wle.1	ENSP00000256001
uc001iap.2	ENSP00000263831
uc001vbn.2	ENSP00000367992
uc011dov.1	ENSP00000442645
uc011dtb.1	ENSP00000414372
uc010gem.2	ENSP00000341840
uc010ovn.1	ENSP00000413530
uc003xlx.1	ENSP00000350856
uc002qfl.1	ENSP00000460951
uc002tao.2	ENSP00000264254
uc003kyv.2	ENSP00000367822
uc011ili.1	ENSP00000373032
uc011efc.1	ENSP00000430260
uc002vti.3	ENSP00000386537
uc001bty.1	ENSP00000344909
uc011cvm.1	ENSP00000408839
uc010avb.2	ENSP00000348068
uc004cdb.3	ENSP00000361092
uc001mqs.2	ENSP00000336817
uc004dzt.3	ENSP00000276072
uc004eyl.1	ENSP00000472552
uc001zxx.2	ENSP00000444549
uc002dvu.2	ENSP00000457769
uc010mly.1	ENSP00000323046
uc003hnl.2	ENSP00000421464
uc010jxz.2	ENSP00000392288
uc002tnr.2	ENSP00000386904
uc002kyd.3	ENSP00000471783
uc002bqm.2	ENSP00000377793
uc002gjt.2	ENSP00000254854
uc011ghe.1	ENSP00000388352
uc009xhe.2	ENSP00000457062
uc010vqy.1	ENSP00000443633
uc002bfa.3	ENSP00000453693
uc003uaq.2	ENSP00000458414
uc010yjj.1	ENSP00000384186
uc003hqr.2	ENSP00000421811
uc002xkr.2	ENSP00000392795
uc002won.2	ENSP00000420497
uc003drf.2	ENSP00000420780
uc001ukn.1	ENSP00000344502
uc004abu.3	ENSP00000366847
uc003ota.3	ENSP00000361926
uc003qmt.2	ENSP00000335180
uc001vxt.2	ENSP00000372460
uc010hdh.2	ENSP00000389192
uc002oou.1	ENSP00000367564
uc011bwz.1	ENSP00000340079
uc002hrn.2	ENSP00000377847
uc011lio.1	ENSP00000428319
uc002yzb.1	ENSP00000350673
uc002uxe.2	ENSP00000406775
uc002tpi.1	ENSP00000387186
uc001xex.3	ENSP00000314850
uc003tkq.2	ENSP00000379098
uc002cnc.1	ENSP00000398053
uc001zjr.2	ENSP00000453793
uc011iax.1	ENSP00000395349
uc001pol.2	ENSP00000443118
uc002ory.2	ENSP00000344429
uc001ewz.2	ENSP00000357901
uc002wlk.2	ENSP00000341364
uc011csp.1	ENSP00000440796
uc011jmq.1	ENSP00000364968
uc001xox.2	ENSP00000267568
uc003xxc.2	ENSP00000315035
uc003xzu.2	ENSP00000473516
uc009wbg.2	ENSP00000394867
uc001ofk.2	ENSP00000340330
uc002rtk.2	ENSP00000260605
uc010xjj.1	ENSP00000405974
uc004esd.2	ENSP00000378094
uc002pwh.2	ENSP00000311930
uc001sbn.2	ENSP00000319756
uc003vwp.1	ENSP00000247879
uc002gvo.2	ENSP00000299612
uc002ppm.2	ENSP00000246801
uc003svc.2	ENSP00000330671
uc010fem.2	ENSP00000386512
uc003djc.1	ENSP00000373224
uc011dhi.1	ENSP00000427345
uc003ptt.2	ENSP00000230124
uc010uxs.1	ENSP00000465294
uc010qqo.1	ENSP00000406028
uc003ncc.2	ENSP00000259963
uc002cpf.2	ENSP00000455046
uc001phq.2	ENSP00000376865
uc011kbp.1	ENSP00000416421
uc002tup.2	ENSP00000386877
uc002oqj.2	ENSP00000243578
uc001vjo.1	ENSP00000385660
uc001tzz.1	ENSP00000441352
uc001fjj.2	ENSP00000314508
uc004egd.3	ENSP00000276141
uc001smk.2	ENSP00000300098
uc003yov.2	ENSP00000322180
uc002rmo.2	ENSP00000384302
uc003bbt.2	ENSP00000332983
uc010qhw.1	ENSP00000378820
uc003kqh.2	ENSP00000373715
uc011lxg.1	ENSP00000363286
uc009wui.2	ENSP00000416607
uc004dly.1	ENSP00000365624
uc003vmi.2	ENSP00000346762
uc003qbk.2	ENSP00000357198
uc002oln.3	ENSP00000404029
uc010xgb.1	ENSP00000457968
uc003zfc.3	ENSP00000330361
uc002hef.2	ENSP00000225394
uc001hzn.1	ENSP00000440896
uc003jmm.1	ENSP00000333751
uc010vvx.1	ENSP00000429865
uc001iox.1	ENSP00000446007
uc002sqj.2	ENSP00000345161
uc002xaj.2	ENSP00000442820
uc002ece.1	ENSP00000355117
uc003lvu.2	ENSP00000285896
uc010hdf.2	ENSP00000389192
uc010cpi.1	ENSP00000310472
uc002vzg.2	ENSP00000344235
uc011jon.1	ENSP00000412310
uc004dus.2	ENSP00000345195
uc002ymb.2	ENSP00000345463
uc002xvl.2	ENSP00000360683
uc003jhl.2	ENSP00000282493
uc001iya.2	ENSP00000346804
uc010ogi.1	ENSP00000411798
uc004bpm.2	ENSP00000377683
uc010shr.1	ENSP00000379595
uc003eao.2	ENSP00000273398
uc010wfh.1	ENSP00000441857
uc002qqi.1	ENSP00000406999
uc002ays.2	ENSP00000438808
uc003lsd.2	ENSP00000230685
uc002yhb.2	ENSP00000351350
uc001nvk.1	ENSP00000432113
uc004ehz.1	ENSP00000471433
uc002yib.2	ENSP00000378483
uc003cxp.2	ENSP00000341302
uc011jjl.1	ENSP00000395436
uc002tbx.2	ENSP00000264260
uc001mgx.2	ENSP00000431331
uc011eur.1	ENSP00000431709
uc010vvz.1	ENSP00000462959
uc002kwl.3	ENSP00000280904
uc010vls.1	ENSP00000441690
uc003jem.1	ENSP00000371932
uc002zcu.2	ENSP00000344460
uc011ctw.1	ENSP00000420905
uc004biz.3	ENSP00000354623
uc003wsx.2	ENSP00000313921
uc003uky.2	ENSP00000369390
uc002dos.1	ENSP00000379104
uc004ezj.2	ENSP00000470918
uc003hzn.1	ENSP00000265164
uc001crz.3	ENSP00000360892
uc004amn.2	ENSP00000341988
uc001tao.2	ENSP00000349358
uc002xlz.2	ENSP00000412111
uc002fcw.3	ENSP00000406946
uc001ztt.2	ENSP00000452837
uc010ptr.1	ENSP00000355927
uc004dip.2	ENSP00000469120
uc002ojz.2	ENSP00000472339
uc011exf.1	ENSP00000308310
uc003eim.1	ENSP00000377083
uc003krw.3	ENSP00000282394
uc003bbz.2	ENSP00000460096
uc002pra.2	ENSP00000387991
uc002rjp.1	ENSP00000296099
uc010wry.1	ENSP00000462081
uc010ofo.1	ENSP00000329862
uc001nsn.2	ENSP00000431533
uc001qos.1	ENSP00000380068
uc004egl.3	ENSP00000217885
uc001gep.2	ENSP00000420455
uc001fag.2	ENSP00000357773
uc002uut.2	ENSP00000314792
uc002vyp.2	ENSP00000383975
uc010cjp.1	ENSP00000384294
uc001tbj.2	ENSP00000351727
uc001awl.2	ENSP00000365075
uc002hoh.1	ENSP00000377893
uc003fjk.2	ENSP00000263967
uc004cax.2	ENSP00000404119
uc003mjn.1	ENSP00000438114
uc003oai.1	ENSP00000415015
uc002waz.2	ENSP00000312042
uc002rpz.2	ENSP00000234170
uc003xcm.1	ENSP00000318057
uc002ovg.1	ENSP00000187910
uc001rxb.2	ENSP00000331787
uc003yjs.1	ENSP00000313007
uc003ayn.3	ENSP00000338371
uc002jlp.2	ENSP00000464982
uc002uva.1	ENSP00000405420
uc002ekk.1	ENSP00000262510
uc002uqe.2	ENSP00000386402
uc003cgp.2	ENSP00000392217
uc002ogr.1	ENSP00000468192
uc001dic.3	ENSP00000333938
uc002jqz.2	ENSP00000269391
uc001qlp.2	ENSP00000444799
uc001dlh.2	ENSP00000359606
uc002pag.1	ENSP00000412935
uc002njt.2	ENSP00000471464
uc009yfm.2	ENSP00000395320
uc001oqv.3	ENSP00000352182
uc002vxj.2	ENSP00000254661
uc001nyx.2	ENSP00000401550
uc010xdm.1	ENSP00000459039
uc001bnv.1	ENSP00000316464
uc010agc.2	ENSP00000412794
uc003wmq.2	ENSP00000308894
uc002yei.2	ENSP00000345213
uc003xvy.1	ENSP00000276571
uc003vuf.2	ENSP00000376774
uc003ihs.2	ENSP00000265500
uc002hnx.2	ENSP00000466299
uc002whp.1	ENSP00000369705
uc002glc.2	ENSP00000412505
uc001twz.2	ENSP00000443988
uc001qjf.2	ENSP00000347621
uc001mnu.2	ENSP00000379571
uc001wjx.2	ENSP00000347507
uc010dww.2	ENSP00000467891
uc002lzo.2	ENSP00000337332
uc001gsg.2	ENSP00000356430
uc001tpq.2	ENSP00000354282
uc003nqo.2	ENSP00000259873
uc003ymm.3	ENSP00000311436
uc001byf.1	ENSP00000362437
uc010lhz.1	ENSP00000348752
uc004crv.2	ENSP00000370467
uc003eli.3	ENSP00000422539
uc002nkl.2	ENSP00000345674
uc002xhj.2	ENSP00000362568
uc001jid.1	ENSP00000437726
uc011emb.1	ENSP00000393390
uc003zet.2	ENSP00000378369
uc001qcm.2	ENSP00000395453
uc003brf.1	ENSP00000373347
uc011hhk.1	ENSP00000366378
uc011gtj.1	ENSP00000332374
uc003gfj.3	ENSP00000422168
uc003lxo.1	ENSP00000274542
uc003fcx.2	ENSP00000303231
uc001pqw.2	ENSP00000424536
uc001rub.2	ENSP00000378508
uc004frd.2	ENSP00000328879
uc002qsd.3	ENSP00000263100
uc002mpa.2	ENSP00000337056
uc001lth.1	ENSP00000431152
uc002jdb.1	ENSP00000316360
uc003lea.2	ENSP00000354346
uc010zzn.1	ENSP00000440552
uc003tcn.1	ENSP00000318105
uc010zmh.1	ENSP00000391055
uc009vsw.1	ENSP00000363152
uc001xqf.1	ENSP00000452497
uc011cyz.1	ENSP00000274711
uc010qmu.1	ENSP00000348101
uc002vjp.3	ENSP00000349313
uc011mcx.1	ENSP00000437663
uc001ygc.2	ENSP00000327436
uc001mhc.3	ENSP00000436818
uc001ftd.2	ENSP00000376083
uc001geb.1	ENSP00000404874
uc003wlf.1	ENSP00000367007
uc003avt.1	ENSP00000306497
uc002tba.2	ENSP00000315203
uc003pdn.1	ENSP00000350083
uc001ehg.2	ENSP00000358450
uc002loi.2	ENSP00000269812
uc004dsm.1	ENSP00000471470
uc003cex.2	ENSP00000307741
uc001qdf.2	ENSP00000433343
uc001qdp.2	ENSP00000263579
uc011iyp.1	ENSP00000401504
uc011lww.1	ENSP00000442278
uc003niz.2	ENSP00000366679
uc004cav.2	ENSP00000361302
uc010tes.1	ENSP00000439000
uc003hcl.1	ENSP00000312735
uc010fdg.2	ENSP00000386911
uc002wat.1	ENSP00000234038
uc010lpe.2	ENSP00000417289
uc011exs.1	ENSP00000365847
uc010upp.1	ENSP00000341615
uc004bfw.2	ENSP00000363373
uc009wod.1	ENSP00000357737
uc001jtz.2	ENSP00000362010
uc002bnm.1	ENSP00000300027
uc001uvm.2	ENSP00000414147
uc004ftp.2	ENSP00000306549
uc010txa.1	ENSP00000411124
uc001kpx.2	ENSP00000359526
uc003ikt.2	ENSP00000377623
uc001txq.2	ENSP00000339027
uc002vbs.2	ENSP00000363533
uc011khh.1	ENSP00000391148
uc010ncj.1	ENSP00000384610
uc002eqg.2	ENSP00000377637
uc011fue.1	ENSP00000366011
uc003edo.2	ENSP00000264235
uc001zlb.2	ENSP00000401153
uc003con.2	ENSP00000399342
uc001ghz.2	ENSP00000354920
uc003hwg.2	ENSP00000226578
uc003iha.2	ENSP00000264360
uc011glz.1	ENSP00000363817
uc002bwq.1	ENSP00000433268
uc001tln.2	ENSP00000299045
uc002oor.2	ENSP00000315118
uc010bis.2	ENSP00000311657
uc001xfl.2	ENSP00000347930
uc011gws.1	ENSP00000388708
uc001psk.2	ENSP00000348635
uc002vmh.1	ENSP00000265317
uc001vki.2	ENSP00000302579
uc010hyr.2	ENSP00000371571
uc003kid.2	ENSP00000282268
uc002ruc.3	ENSP00000260649
uc002ywx.2	ENSP00000381907
uc011evq.1	ENSP00000366024
uc002jtg.3	ENSP00000457614
uc004dft.2	ENSP00000303549
uc002wtp.2	ENSP00000381439
uc010arq.1	ENSP00000394025
uc002plj.2	ENSP00000389971
uc003fpj.2	ENSP00000406885
uc001jaj.2	ENSP00000363642
uc009wbx.2	ENSP00000388854
uc010tbh.1	ENSP00000438158
uc001ptb.2	ENSP00000472616
uc002hms.1	ENSP00000225410
uc002ycu.2	ENSP00000345957
uc011jrq.1	ENSP00000398123
uc004atu.3	ENSP00000364561
uc009vni.2	ENSP00000416338
uc010rve.1	ENSP00000470811
uc002mwr.2	ENSP00000465617
uc002cwx.2	ENSP00000283474
uc002zoq.1	ENSP00000263196
uc004dfq.3	ENSP00000367378
uc001ayk.3	ENSP00000418012
uc010dth.2	ENSP00000466542
uc001vdq.1	ENSP00000399206
